population_group,measure,location,sex,age,metric,year,val,upper,lower
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,2010,49.30539526565129,49.54779885733061,49.055689563277205
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,2010,47.27248453339203,47.449640356521115,47.08255779962575
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,2015,46.58446422918922,46.82310128223621,46.35164312443935
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,2015,49.753678263688336,50.00435814121788,49.515852352688114
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,2015,48.12438910103037,48.30881879252113,47.95962684585853
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,2020,46.291539777692336,46.43291529143442,46.14695088764501
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,2020,49.86992292151263,50.014425780850004,49.726377234500845
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,2020,48.01670051331252,48.121552771058546,47.913273046098986
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,2023,47.855484501877356,48.47226844810721,47.2080575934057
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,2023,50.60342296575802,51.27038665394609,49.912403145488945
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,2023,49.204431653472895,49.661075367960365,48.732140560635436
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,1950,33.37250509816426,33.9665917737065,32.7866936203921
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,1950,35.58981332077283,36.24833394829821,34.93992541712466
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,1950,34.389024597913114,34.821439994330454,33.97881717282671
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,1955,34.06598251055727,34.50188738302237,33.634192297774696
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,1955,36.339819914743536,36.746622234194525,35.9077698232998
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,1955,35.11608296302733,35.42896594781856,34.7824373770827
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,1960,34.56533093067544,34.977060417609835,34.12648205863459
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,1960,36.84663559647908,37.31687878284017,36.40997066396005
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,1960,35.61943155561765,35.9384817439922,35.30751407799897
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,1965,34.967781396710826,35.38099866664946,34.51732297667494
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,1965,37.180914780048404,37.58806086728878,36.75850772430779
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,1965,35.98565132243493,36.29750533986155,35.68847778481543
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,1970,35.64425713576833,36.0458249768446,35.20137690870511
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,1970,37.80977697428991,38.25426097357878,37.33967813318169
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,1970,36.63756449049706,36.93946436992435,36.30760324549615
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,1975,36.229801790866155,36.522729690480865,35.93380783915839
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,1975,39.01650954413639,39.33553853875939,38.72082922525462
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,1975,37.504215059247976,37.71693906380765,37.28895088806452
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,1980,37.84625201425817,38.144751867850864,37.544668135376845
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,1980,40.688770983993265,41.00968506244052,40.38504411649043
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,1980,39.15868282008593,39.37234271522011,38.94929594908277
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,1985,38.52379278051264,38.89796066692779,38.145441981742685
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,1985,41.49563161779597,41.86336370442646,41.112549611404084
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,1985,39.89909977597926,40.16507242649242,39.629612987719895
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,1990,38.923709731452576,39.31219395837931,38.49526734987097
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,1990,41.88393349632625,42.24303169821329,41.497800766388835
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,1990,40.293278403545834,40.57501332738521,40.01263895056762
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,1995,39.42335984749669,39.68639008355654,39.160767665052916
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,1995,42.65755062123207,42.91346820865037,42.378849581140116
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,1995,40.92350686780312,41.10554414909609,40.73911045207133
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,2000,39.62320930559454,39.88704992474873,39.373675484453585
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,2000,43.13307662202856,43.40077651920956,42.85845073781204
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,2000,41.26447736109505,41.45635276404912,41.05819574763525
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,2005,40.43800445422384,40.699871830293,40.18506126906335
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,2005,43.987576355080485,44.2371675632392,43.71563538745259
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,2005,42.11691608038328,42.2930846530661,41.93010858531568
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,2010,40.93092373348266,41.189942410826234,40.68906027110314
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,2010,44.809737827274525,45.055416024924355,44.55353939387572
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,2010,42.779251406388205,42.95892989789919,42.59313097192621
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,2015,42.017024580500085,42.25635620467434,41.788150861480574
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,2015,45.15088011201705,45.40286514878409,44.91157343715351
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,2015,43.539866595062406,43.722644263162564,43.36987007673592
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,2020,41.68856172146232,41.83118059259541,41.54407997494676
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,2020,45.238028120280596,45.38182940778992,45.091811438731966
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,2020,43.399719707201754,43.506151800060344,43.297744533760024
All Population,Life expectancy,World Bank Lower Middle Income,Male,30-34 years,Years,2023,43.24495958128274,43.861765209000325,42.59394532762126
All Population,Life expectancy,World Bank Lower Middle Income,Female,30-34 years,Years,2023,45.96179243810798,46.621796412849754,45.260738480529604
All Population,Life expectancy,World Bank Lower Middle Income,Both,30-34 years,Years,2023,44.57879006893816,45.04127475291321,44.09600946643097
All Population,Life expectancy,World Bank Lower Middle Income,Male,35-39 years,Years,1950,29.20560977810751,29.789915535477448,28.633917799095617
All Population,Life expectancy,World Bank Lower Middle Income,Female,35-39 years,Years,1950,31.70713188365122,32.34423955944239,31.061270329302104
All Population,Life expectancy,World Bank Lower Middle Income,Both,35-39 years,Years,1950,30.35441399377409,30.758546475737624,29.951128958581716
All Population,Life expectancy,World Bank Lower Middle Income,Male,35-39 years,Years,1955,29.868020080085202,30.297800635113806,29.43341660856008
All Population,Life expectancy,World Bank Lower Middle Income,Female,35-39 years,Years,1955,32.4055165633109,32.80746480136977,31.9855528037414
All Population,Life expectancy,World Bank Lower Middle Income,Both,35-39 years,Years,1955,31.041110559936403,31.342388933400525,30.72447114018596
All Population,Life expectancy,World Bank Lower Middle Income,Male,35-39 years,Years,1960,30.37836869038256,30.79255514064983,29.94055787757917
All Population,Life expectancy,World Bank Lower Middle Income,Female,35-39 years,Years,1960,32.8940667187622,33.36075608839953,32.4587878863873
All Population,Life expectancy,World Bank Lower Middle Income,Both,35-39 years,Years,1960,31.541093021739414,31.86353780028785,31.231857858701304
All Population,Life expectancy,World Bank Lower Middle Income,Male,35-39 years,Years,1965,30.764382487613222,31.206992938720994,30.32948693563773
All Population,Life expectancy,World Bank Lower Middle Income,Female,35-39 years,Years,1965,33.21787324356901,33.60842262395686,32.81496914591884
All Population,Life expectancy,World Bank Lower Middle Income,Both,35-39 years,Years,1965,31.894493363267028,32.20129402789336,31.597951150457064
All Population,Life expectancy,World Bank Lower Middle Income,Male,35-39 years,Years,1970,31.4347477411045,31.84131334786201,30.982726721705813
All Population,Life expectancy,World Bank Lower Middle Income,Female,35-39 years,Years,1970,33.82925730201674,34.26714044349404,33.38270597354941
All Population,Life expectancy,World Bank Lower Middle Income,Both,35-39 years,Years,1970,32.53624600093881,32.83419589333252,32.21319314927286
All Population,Life expectancy,World Bank Lower Middle Income,Male,35-39 years,Years,1975,31.976045681082184,32.26938382653387,31.683305847420396
All Population,Life expectancy,World Bank Lower Middle Income,Female,35-39 years,Years,1975,34.87846950894371,35.18487471151226,34.58213324723089
All Population,Life expectancy,World Bank Lower Middle Income,Both,35-39 years,Years,1975,33.30420984768523,33.51393785168107,33.0899789767216
All Population,Life expectancy,World Bank Lower Middle Income,Male,35-39 years,Years,1980,33.52083956746191,33.81850139266709,33.22384863457807
All Population,Life expectancy,World Bank Lower Middle Income,Female,35-39 years,Years,1980,36.43004464091004,36.745159311398005,36.13525579866479
All Population,Life expectancy,World Bank Lower Middle Income,Both,35-39 years,Years,1980,34.864254111522285,35.075292201107075,34.65947498305225
All Population,Life expectancy,World Bank Lower Middle Income,Male,35-39 years,Years,1985,34.17756337115814,34.55157833238847,33.791772557712214
All Population,Life expectancy,World Bank Lower Middle Income,Female,35-39 years,Years,1985,37.1809261120009,37.551393151476525,36.79058294315503
All Population,Life expectancy,World Bank Lower Middle Income,Both,35-39 years,Years,1985,35.56737189884896,35.8357601763744,35.29394115972142
All Population,Life expectancy,World Bank Lower Middle Income,Male,35-39 years,Years,1990,34.57191055571618,34.961892996046686,34.14331822614926
All Population,Life expectancy,World Bank Lower Middle Income,Female,35-39 years,Years,1990,37.54233581793652,37.90843232520443,37.152425168466806
All Population,Life expectancy,World Bank Lower Middle Income,Both,35-39 years,Years,1990,35.94588032266495,36.23463850939255,35.66285161486953
All Population,Life expectancy,World Bank Lower Middle Income,Male,35-39 years,Years,1995,35.10325637036334,35.3551032940226,34.839693729461295
All Population,Life expectancy,World Bank Lower Middle Income,Female,35-39 years,Years,1995,38.33176688731664,38.584179180613944,38.052308179689945
All Population,Life expectancy,World Bank Lower Middle Income,Both,35-39 years,Years,1995,36.60028722564905,36.78143767952307,36.41419832515791
